@RELATION 'cellcycle0.names'

@ATTRIBUTE cln3-1 numeric
@ATTRIBUTE cln3-2 numeric
@ATTRIBUTE clb2-2 numeric
@ATTRIBUTE clb2-1 numeric
@ATTRIBUTE alpha0 numeric
@ATTRIBUTE alpha7 numeric
@ATTRIBUTE alpha14 numeric
@ATTRIBUTE alpha21 numeric
@ATTRIBUTE alpha28 numeric
@ATTRIBUTE alpha35 numeric
@ATTRIBUTE alpha42 numeric
@ATTRIBUTE alpha49 numeric
@ATTRIBUTE alpha56 numeric
@ATTRIBUTE alpha63 numeric
@ATTRIBUTE alpha70 numeric
@ATTRIBUTE alpha77 numeric
@ATTRIBUTE alpha84 numeric
@ATTRIBUTE alpha91 numeric
@ATTRIBUTE alpha98 numeric
@ATTRIBUTE alpha105 numeric
@ATTRIBUTE alpha112 numeric
@ATTRIBUTE alpha119 numeric
@ATTRIBUTE cdc15_10 numeric
@ATTRIBUTE cdc15_30 numeric
@ATTRIBUTE cdc15_50 numeric
@ATTRIBUTE cdc15_70 numeric
@ATTRIBUTE cdc15_80 numeric
@ATTRIBUTE cdc15_90 numeric
@ATTRIBUTE cdc15_100 numeric
@ATTRIBUTE cdc15_110 numeric
@ATTRIBUTE cdc15_120 numeric
@ATTRIBUTE cdc15_130 numeric
@ATTRIBUTE cdc15_140 numeric
@ATTRIBUTE cdc15_150 numeric
@ATTRIBUTE cdc15_160 numeric
@ATTRIBUTE cdc15_170 numeric
@ATTRIBUTE cdc15_180 numeric
@ATTRIBUTE cdc15_190 numeric
@ATTRIBUTE cdc15_200 numeric
@ATTRIBUTE cdc15_210 numeric
@ATTRIBUTE cdc15_220 numeric
@ATTRIBUTE cdc15_230 numeric
@ATTRIBUTE cdc15_240 numeric
@ATTRIBUTE cdc15_250 numeric
@ATTRIBUTE cdc15_270 numeric
@ATTRIBUTE cdc15_290 numeric
@ATTRIBUTE cdc28_0 numeric
@ATTRIBUTE cdc28_10 numeric
@ATTRIBUTE cdc28_20 numeric
@ATTRIBUTE cdc28_30 numeric
@ATTRIBUTE cdc28_40 numeric
@ATTRIBUTE cdc28_50 numeric
@ATTRIBUTE cdc28_60 numeric
@ATTRIBUTE cdc28_70 numeric
@ATTRIBUTE cdc28_80 numeric
@ATTRIBUTE cdc28_90 numeric
@ATTRIBUTE cdc28_100 numeric
@ATTRIBUTE cdc28_110 numeric
@ATTRIBUTE cdc28_120 numeric
@ATTRIBUTE cdc28_130 numeric
@ATTRIBUTE cdc28_140 numeric
@ATTRIBUTE cdc28_150 numeric
@ATTRIBUTE cdc28_160 numeric
@ATTRIBUTE elu0 numeric
@ATTRIBUTE elu30 numeric
@ATTRIBUTE elu60 numeric
@ATTRIBUTE elu90 numeric
@ATTRIBUTE elu120 numeric
@ATTRIBUTE elu150 numeric
@ATTRIBUTE elu180 numeric
@ATTRIBUTE elu210 numeric
@ATTRIBUTE elu240 numeric
@ATTRIBUTE elu270 numeric
@ATTRIBUTE elu300 numeric
@ATTRIBUTE elu330 numeric
@ATTRIBUTE elu360 numeric
@ATTRIBUTE elu390 numeric
@ATTRIBUTE class hierarchical 1/0/0/0,1/1/0/0,1/1/1/0,1/1/1/11,1/1/1/15,1/1/1/7,1/1/10/0,1/1/10/1,1/1/10/5,1/1/4/0,1/1/7/0,1/1/99/0,1/2/0/0,1/2/1/0,1/2/4/0,1/20/0/0,1/20/1/0,1/20/1/7,1/20/17/0,1/20/17/3,1/3/0/0,1/3/1/0,1/3/10/0,1/3/13/0,1/3/16/0,1/3/16/1,1/3/19/0,1/3/4/0,1/3/7/0,1/3/99/0,1/4/0/0,1/4/1/0,1/4/4/0,1/4/7/0,1/4/99/0,1/5/0/0,1/5/1/0,1/5/1/3,1/5/4/0,1/5/7/0,1/5/99/0,1/6/0/0,1/6/1/0,1/6/1/1,1/6/1/3,1/6/1/7,1/6/10/0,1/6/13/0,1/6/4/0,1/6/7/0,1/6/99/0,1/7/0/0,1/7/1/0,1/7/10/0,1/7/4/0,1/7/7/0,1/7/99/0,10/0/0/0,10/1/0/0,10/1/1/0,10/1/5/0,10/1/5/5,10/1/9/0,10/1/9/11,10/1/99/0,10/5/0/0,11/0/0/0,11/1/0/0,11/10/0/0,11/10/3/0,11/7/0/0,11/7/1/0,11/7/99/0,11/99/0/0,13/0/0/0,13/1/0/0,13/1/1/0,13/1/1/1,13/1/1/3,13/1/1/99,13/1/3/0,13/1/3/1,13/1/3/3,13/1/3/5,13/1/3/99,13/11/0/0,13/11/3/0,13/11/3/13,13/11/3/1,13/11/3/7,14/0/0/0,14/1/0/0,14/1/3/0,14/1/3/99,14/10/0/0,14/10/2/0,14/10/2/1,14/20/0/0,14/4/0/0,14/4/3/0,14/4/3/1,14/4/3/3,14/4/3/5,2/0/0/0,2/1/0/0,2/10/0/0,2/11/0/0,2/11/5/0,2/11/99/0,2/13/0/0,2/16/0/0,2/19/0/0,2/22/0/0,2/25/0/0,2/7/0/0,2/99/0/0,29/0/0/0,29/99/0/0,3/0/0/0,3/1/0/0,3/1/3/0,3/1/5/0,3/1/5/1,3/1/9/0,3/1/9/5,3/3/0/0,3/3/1/0,3/3/1/3,3/3/2/0,3/3/3/0,3/3/4/0,3/3/4/3,3/3/4/5,3/99/0/0,30/0/0/0,30/1/0/0,30/10/0/0,30/10/3/0,30/16/0/0,30/19/0/0,30/2/0/0,30/22/0/0,30/25/0/0,30/3/0/0,30/4/0/0,30/7/0/0,30/8/0/0,30/9/0/0,30/99/0/0,4/0/0/0,4/1/0/0,4/1/1/0,4/1/4/0,4/1/99/0,4/3/0/0,4/3/1/0,4/3/3/0,4/3/6/0,4/3/99/0,4/5/0/0,4/5/1/0,4/5/1/1,4/5/1/4,4/5/5/0,4/5/5/1,4/5/5/5,4/5/99/0,4/7/0/0,4/99/0/0,40/0/0/0,40/1/0/0,40/10/0/0,40/10/3/0,40/16/0/0,40/19/0/0,40/2/0/0,40/22/0/0,40/25/0/0,40/27/0/0,40/3/0/0,40/30/0/0,40/4/0/0,40/5/0/0,40/7/0/0,40/8/0/0,40/9/0/0,40/99/0/0,5/0/0/0,5/1/0/0,5/10/0/0,5/4/0/0,5/4/1/0,5/4/2/0,5/7/0/0,5/99/0/0,6/0/0/0,6/1/0/0,6/10/0/0,6/13/0/0,6/13/1/0,6/13/1/1,6/13/4/0,6/13/4/2,6/13/99/0,6/4/0/0,6/7/0/0,6/7/1/0,6/7/11/0,6/7/2/0,6/7/3/0,6/7/4/0,6/7/99/0,6/99/0/0,62/0/0/0,62/2/0/0,62/2/5/0,63/0/0/0,63/1/0/0,63/9/0/0,67/0/0/0,67/1/0/0,67/1/1/0,67/10/0/0,67/11/0/0,67/13/0/0,67/16/0/0,67/19/0/0,67/28/0/0,67/4/0/0,67/4/1/0,67/4/1/1,67/4/1/2,67/4/7/0,67/50/0/0,67/50/22/0,67/50/25/0,67/50/99/0,67/7/0/0,67/7/99/0,67/99/0/0,8/0/0/0,8/1/0/0,8/10/0/0,8/13/0/0,8/16/0/0,8/19/0/0,8/22/0/0,8/4/0/0,8/7/0/0,8/99/0/0

@DATA
0.4,?,-0.3,-0.18,0.11,-0.03,0.37,0.42,0.59,-0.16,0.29,-0.32,-0.16,-0.21,-0.11,0.02,0.31,-0.33,-0.13,-0.41,-0.03,-0.21,0.85,0.51,0.35,0.32,-0.43,0.5,-0.31,0.23,-0.25,0.66,0.09,0.7,-0.34,0.32,-0.05,0.04,-0.38,0.11,-0.84,-1.13,-0.78,0,-0.11,-0.09,-0.04,0.19,0.27,0.3,-0.09,-0.33,-0.12,-0.23,-0.05,0.41,0.21,0.14,0.05,?,-0.13,-0.24,-0.32,-0.63,-0.5,-0.68,-0.03,0.06,0.53,0.06,0.09,0.35,0.37,-0.01,0.17,-0.01,0.22,1/6/1/0 %  ytymr296c
0,0.26,0.31,0.08,0.06,-0.36,0.29,0.2,0.42,-0.08,0.35,-0.18,-0.06,-0.18,0.07,-0.05,0.16,-0.21,0.4,-0.32,-0.13,-0.38,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.04,?,?,?,?,?,?,-1.3,?,-0.74,0.2,0.13,0.19,-0.01,-0.39,-0.69,-0.59,-0.62,-0.2,0.6,0.52,0.34,0.21,?,0.1,0.17,0.05,0.11,0.01,0.05,0.17,-0.52,-0.9,-0.38,0.1,0.25,-0.09,-0.74,0.37,1,0.55,40/25/0/0@6/13/4/0 %  ytymr297w
-0.07,-0.76,0.07,-0.56,0.19,-0.36,0.31,0.16,0.53,-0.11,0.47,0.09,0.1,-0.08,0.16,-0.45,-0.17,-0.43,0.28,-0.32,0.12,-0.51,?,?,?,?,0.61,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-0.59,?,-0.02,0.51,0.14,0.14,0.37,0.16,0.04,0.14,-0.1,0.16,-0.99,0.63,-0.61,-0.13,-0.22,-0.25,?,?,-0.77,-0.14,-0.16,-0.14,-0.29,-0.9,-0.28,0.4,0.58,0.21,-0.12,0.48,0.63,0.51,1/5/1/0@2/16/0/0@40/3/0/0 %  ytymr303c
-0.36,0.15,0.1,0.62,0.39,0.05,0.05,0.15,0.19,-0.02,-0.08,-0.23,-0.33,-0.33,-0.02,0.16,0.12,0.08,-0.05,-0.18,0.25,-0.23,-0.26,0.22,-0.14,0.21,0.1,-0.21,0.15,-0.32,-0.07,-0.07,0.15,0.28,0.44,0.35,0.56,-0.52,0.34,-0.11,0.51,-0.46,0.63,-0.7,-0.46,-0.64,-0.5,0.62,0.03,-0.2,0.14,-0.03,-0.2,-0.23,-0.42,-0.54,0.14,0.37,0.08,0.39,0.27,0.39,-0.3,-0.46,-0.18,0.45,0.79,0.31,0.15,0.28,-0.12,-0.34,0.14,-0.02,-0.14,-0.7,-0.16,1/5/1/0 %  ytymr306w
-0.07,0.19,-0.14,0.06,0.46,?,?,0.05,0.16,-0.06,-0.08,-0.17,-0.01,-0.19,-0.03,0.27,0.21,-0.28,0.05,0.02,-0.38,-0.01,0.23,0.51,0.18,-0.07,0.19,-0.07,0.16,0.13,0.39,0.18,0.23,-0.12,-0.02,-0.55,0.12,-0.22,0.07,-0.28,0.18,0.12,0,-0.28,-0.5,-0.59,-0.26,0.28,0.14,0.01,0.1,-0.13,0.01,-0.05,-0.07,0.19,-0.04,0.03,?,0,-0.09,-0.05,-0.08,-0.97,-0.36,-0.38,0.46,0.23,0.22,0.29,-0.01,0.06,0.47,-0.16,0.08,-0.06,0.15,40/10/0/0@8/1/0/0 %  ytymr308c
0.03,0.51,-0.04,-0.36,-0.28,-0.86,-0.3,-0.19,0.41,-0.12,-0.23,0.04,0.25,-0.27,1.13,0.07,-0.06,0.02,0.63,0.57,-0.38,-0.4,0.7,0.58,0.28,0.45,-0.32,0.23,-0.58,0.29,-0.2,0.24,-0.26,0.16,-0.22,0.02,-0.42,-0.04,0.2,-0.04,-0.15,-0.13,-0.1,-0.03,-0.28,-0.38,-0.44,0.14,0.57,0.42,0.11,-0.07,0.03,0.1,0.01,-0.23,-0.04,0.06,0.02,?,-0.34,-0.07,-0.27,-1.15,-0.51,-0.18,0.67,0.44,0.15,0.34,0.12,0.18,0.25,0.07,-0.06,-0.01,-0.3,40/3/0/0@5/4/0/0 %  ytymr309c
-0.3,-0.34,0.04,-0.34,-0.07,0.05,0.2,0.11,0.14,0.16,-0.14,0.16,-0.04,-0.26,0.12,-0.06,-0.14,-0.07,-0.09,0.26,-0.1,-0.24,0.11,0.41,0.46,-0.24,-0.85,-0.47,-0.75,-0.28,-0.6,0.21,-0.47,0.29,-0.47,0.33,-0.51,0.6,-0.17,0.02,-0.8,0.4,0.09,0.97,0.9,0.82,-0.06,-0.46,-0.36,-0.13,0.22,-0.1,-0.01,-0.1,-0.07,-0.11,-0.01,0.48,-0.01,?,-0.05,0.58,0.17,1.41,-0.09,0.36,0.16,-0.09,-0.32,-0.22,-0.04,-0.24,-0.59,-0.22,-0.08,0.06,-0.08,1/5/4/0 %  ytymr311c
-0.25,-0.17,-0.25,-0.09,0.17,-0.2,-0.11,-0.3,0.17,-0.05,0.14,0.2,0.19,-0.29,0.03,-0.22,0.14,0.08,0.19,-0.16,0.34,-0.3,0.27,0.08,0.19,0.2,0.38,0.42,0.56,0.19,0.49,-0.46,-0.16,-0.32,-0.01,-0.15,0.05,-0.01,0.01,-0.08,0.37,-0.56,-0.22,-0.4,-0.49,-0.36,-0.05,-0.36,-0.12,0.55,-0.28,-0.12,0.08,0.15,0.29,-0.14,0.04,0,0.24,0.2,?,-0.54,0.05,0.27,0.09,0.2,0.77,0.47,0.17,0.13,-0.02,-0.44,-0.33,-0.07,-0.46,-0.68,-0.09,4/5/1/1 %  ytymr312w
0.61,-0.27,-0.25,-0.32,-0.51,-0.11,0.14,0.03,0.6,0.2,0.01,0.02,0.29,-0.2,0.76,-0.3,-0.25,-0.23,0.42,0.03,-0.4,-0.49,-0.35,-0.79,-0.53,-0.2,0.06,-0.39,-0.31,-0.22,1.93,-0.12,-0.17,0.24,0.3,-0.04,0.36,?,0.76,-0.74,0.72,-0.06,0.43,-0.26,-0.22,-0.41,0.28,1.75,0.65,-0.22,1.24,0.96,1.53,1.25,0.64,0.66,-0.72,-0.2,-0.98,-1.46,-1.52,-1.96,-1.91,-0.24,-0.1,0.18,0.1,-0.09,-0.44,-0.09,0.1,0.1,0,-0.16,0.25,0.22,0.15,30/1/0/0 %  ytymr317w
0.93,0.9,-0.14,0.06,0.19,0.08,0.24,0.38,0.52,0.04,0.44,-0.01,0.06,-0.11,-0.11,-0.23,0,-0.55,-0.07,-0.42,-0.12,-0.33,0.48,0.02,-0.18,0.03,0.19,0.24,0.22,0.24,-0.07,0.36,-0.2,0.2,-0.45,0.03,-0.26,0.05,-0.26,0.18,-0.2,-0.77,0,0.12,-0.1,0.1,-0.1,0.59,0.37,0.03,-0.43,-0.61,-0.24,-0.23,0.03,0.05,0.13,0.4,0.05,-0.15,?,0.21,-0.09,-1.64,-0.48,-0.28,0.18,0.31,0.48,0.17,0.42,0.13,0.23,0.08,0.29,-0.12,0.22,1/5/1/0@2/16/0/0 %  ytymr318c
-0.4,-0.6,-0.54,-0.62,-0.01,-0.59,-0.13,-0.64,0.06,-0.15,0.26,-0.17,0.13,-0.02,0.37,-0.11,0.08,0.06,0.65,0.11,0.32,-0.21,?,?,?,?,0.1,?,0.14,?,0.34,?,-0.04,?,-0.87,?,0.03,?,0.25,?,0.07,0.31,0.72,-0.81,?,-0.25,-0.04,-0.03,-0.5,-0.2,0,-0.18,0.1,0.06,0.06,0.28,0.02,0.04,-0.08,?,0.11,0.2,0.16,0.15,-0.16,0.1,0.02,0.21,-0.5,-0.21,0.06,0.28,0.15,-0.03,0.04,-0.11,0.02,13/1/1/1@40/2/0/0@67/4/1/1@8/19/0/0 %  ytymr319c
-0.29,-0.6,-0.38,0.64,0.24,-0.15,-0.02,-0.07,0.05,-0.07,0.26,-0.01,0.07,-0.07,0.05,-0.23,0.07,-0.04,-0.15,-0.3,0.39,-0.02,-0.82,-1.28,-1.36,-0.38,-0.22,-0.05,-0.32,-0.17,0.51,0.05,-0.05,1.71,0.18,0.25,0.29,-0.17,0.5,0.11,0.53,-0.24,1.15,-0.1,0.05,-0.17,0.08,-0.11,-0.01,-1.34,-0.34,-0.6,0.08,0.17,?,1.25,0.94,-0.6,-0.11,0.6,?,?,?,0.27,-0.22,0.49,0.53,0,0.04,0.68,-0.02,-0.48,-0.4,-0.15,-0.11,-0.8,0.17,1/5/1/0@2/1/0/0 %  ytymr323w
-0.45,-0.92,-0.06,0.21,0.26,-0.28,?,-0.29,-0.19,-0.26,0.22,0.05,0.25,0.21,0.08,-0.17,0.13,-0.2,0.08,-0.2,0.45,-0.14,0.61,0.63,0.42,0.17,-0.46,0.29,0.09,0.28,-0.21,0.41,-0.19,0.07,-0.34,0.2,-0.39,0.19,-0.51,0.25,-1.28,-0.44,-0.59,0.39,0.09,0.31,-0.61,0,-0.64,-0.37,0.19,-0.28,0.02,0.03,0.32,0.18,0.09,0.26,0.13,?,0.21,0.3,0.2,0.15,-0.1,-0.22,0.26,0.23,0.13,-0.06,-0.16,0.1,0.12,-0.2,-0.04,-0.08,-0.12,3/3/1/0@5/7/0/0 %  ytynl001w
0.04,-0.3,0.33,-0.14,0.17,-0.51,0.16,-0.24,0.13,-0.37,0.13,0.17,0.2,0.03,0.06,-0.04,-0.09,-0.18,0.11,-0.13,0.52,-0.13,?,?,?,?,?,?,?,?,?,?,?,1.28,?,?,?,?,?,?,?,?,?,-0.92,?,-0.36,-0.3,0.36,-0.3,-0.16,0.02,-0.06,0.04,-0.05,-0.11,-0.23,-0.23,0.51,-0.08,?,-0.18,0.75,0.03,-0.2,-0.2,-0.17,0.17,0.29,-0.26,0.07,0.37,0.16,0.12,-0.52,0.19,0.05,-0.07,4/99/0/0 %  ytynl004w
-0.74,-0.2,-0.43,0.29,-0.17,-0.06,0.14,0.17,0.1,0.4,0.33,-0.12,0.13,0.02,-0.1,0.13,-0.23,-0.57,0.1,0.03,-0.13,-0.15,0.45,-1.13,-1.47,-1.13,-1.13,-0.99,-0.99,-0.92,-1.06,-0.09,-0.68,-0.17,-0.57,-0.13,0.29,1.01,0.45,1.08,0.83,0.85,1.18,1.61,1.33,1.38,1.5,1.03,-0.06,-0.29,-0.58,-0.71,-0.64,-0.83,-0.64,-0.27,-0.29,0.09,-0.2,?,0.2,0.93,0.77,1.28,0.81,-0.09,-0.25,-0.59,-0.92,-0.67,-0.03,0.11,-0.24,-0.28,0.02,0.57,0.3,3/3/1/0@40/10/0/0@40/3/0/0@5/4/0/0 %  ytynl007c
0.19,-1.12,-0.42,-0.49,-0.06,?,0.13,0.28,-0.08,-0.24,0.16,0.1,0.04,-0.04,-0.26,-0.13,0.3,0.16,-0.04,-0.11,-0.19,-0.03,-0.21,0,-0.36,-0.34,-0.03,-0.46,0.16,-0.06,0.2,-0.3,-0.3,-0.04,0.03,-0.06,0.96,?,0.77,-0.14,0.5,0.26,0.52,-0.52,-0.25,-0.32,0.99,0.01,-0.26,0.3,-0.04,-0.07,0.19,-0.04,0.24,-0.38,-0.12,-0.23,0.17,-0.01,0.07,-1.17,0.36,0.07,0.07,0.17,-0.23,-0.26,-0.11,0.14,-0.09,-0.07,0.19,0.14,0.1,-0.15,0.03,1/6/4/0@14/4/3/5@3/3/1/0@4/5/1/4@40/10/0/0 %  ytynl012w
0.43,-0.51,-0.2,-0.38,0.08,-0.21,-0.49,-0.05,-0.31,0.07,0.03,0.03,-0.05,0.03,0.03,0.11,0.14,0.05,0.14,0.14,-0.12,0.37,?,0.29,-0.23,-0.1,0.06,-0.87,0.03,-0.09,0.31,0.23,-0.15,?,?,0.17,0.49,?,0.75,-0.44,0.62,0.47,0.46,-0.63,-0.63,-0.77,0.21,0.29,-0.33,0.54,0.13,-0.33,-0.22,-0.19,-0.16,-0.36,-0.22,0.08,0.27,0.37,-0.11,0.44,-0.42,-0.52,0.33,0.29,0.27,0.4,0.2,-0.01,-0.12,-0.12,0.25,-0.13,-0.39,-0.43,-0.03,5/4/0/0@67/50/25/0 %  ytynl014w
1.14,0.38,-0.64,-0.45,-0.71,0.05,-0.12,0.64,-0.02,0.43,-0.31,-0.73,-0.56,-0.4,-0.05,0.36,0.63,0.35,0.54,0.14,0.01,-0.23,0.49,0.68,0.84,-0.4,0.3,-0.73,-0.44,-0.99,-0.97,-0.18,-0.21,0.46,-0.76,0.74,0.53,-0.07,-0.21,-0.63,-0.77,-0.13,0.1,0.67,0.37,1.34,0.01,-0.13,-0.57,-0.58,-0.59,-0.62,-0.52,-0.66,-0.49,0.93,1.11,0.72,?,0.68,0.29,0.09,0.32,0.74,0.12,-0.08,0.17,-0.36,-0.41,-0.48,-0.15,-0.19,-0.27,0.07,0.11,0.54,0.19,40/3/0/0@6/13/0/0 %  ytynl015w
0.26,-0.04,0.04,-0.03,0.24,0.16,0.06,0.09,-0.17,-0.09,0.08,0.06,0.06,0.37,-0.09,-0.07,-0.01,-0.15,0.06,-0.09,-0.39,-0.11,?,?,?,?,?,?,?,?,2.56,?,?,?,?,?,?,?,?,?,-0.15,?,?,-1.49,?,-0.92,0,-0.03,0.13,0.12,0.13,0.04,0.23,0.22,0.13,-0.26,-0.08,0.17,-0.14,-0.32,?,-0.02,-0.31,0.3,-0.18,-0.44,0.07,0.04,-0.27,-0.05,-0.09,-0.14,-0.02,0.62,0,0.06,0.09,30/4/0/0 %  ytynl020c
0.08,-0.38,-0.1,0.29,0,-0.14,-0.1,-0.04,0.03,-0.18,0.17,?,0.1,0.17,-0.08,0.31,-0.04,-0.18,-0.22,-0.1,0.17,0.1,0.24,0.36,0.15,-0.2,0.01,-0.01,0.05,-0.4,0.16,0.27,-0.01,-0.16,-0.2,-0.16,-0.4,-0.01,-0.24,-0.35,-0.03,-0.08,0.54,0.23,0.21,0.03,0.03,-0.44,-1.05,-0.71,0.15,-0.03,0.45,0.31,0.53,-0.32,0.13,0.03,0.54,0.34,0.26,-0.49,0.28,-0.39,-0.49,-0.44,-0.24,0.03,0.27,-0.14,0.4,0.34,0.3,-0.02,0.21,0.31,-0.15,3/1/9/5@4/5/1/4@40/10/0/0@6/7/0/0 %  ytynl021w
0.04,-0.14,-0.42,-0.15,0.03,0.36,0.23,-0.26,-0.21,-0.06,0.22,?,-0.09,0.2,-0.13,0.03,-0.09,?,-0.11,-0.13,0.03,-0.02,-0.11,-0.06,0,-0.13,0.45,0.1,0.06,-0.13,0.24,-0.02,-0.38,0.31,0.16,-0.29,0.14,-0.29,0.17,-0.21,-0.06,-0.34,0.59,-0.02,0.01,-0.18,0.44,-0.61,-0.61,-0.45,-0.04,-0.25,0.14,0.4,0.27,-0.2,0.29,0.34,0.1,0.11,0.09,?,?,-0.06,-0.46,-0.16,-0.08,-0.31,-0.06,-0.02,0.38,0.24,0.13,-0.22,0.16,0.24,0.19,1/5/4/0@3/3/2/0@4/5/1/1@40/10/0/0 %  ytynl025c
0.25,-0.69,-0.42,-0.42,-0.1,-0.22,0,-0.2,-0.2,0.29,0.38,0.19,0.09,0.1,-0.34,0.2,0.2,-0.27,-0.1,-0.25,0.23,0,0.4,0.37,-0.34,0.06,0.34,-0.17,-0.02,-0.1,0.27,?,-0.07,0.16,0.24,-0.24,-0.1,-0.48,0.39,-0.38,0.2,0.12,0.74,-1.4,0.03,-0.03,-0.09,0.58,-0.38,-0.33,-0.16,-0.21,0.02,-0.19,0.58,-0.31,-0.05,-0.23,0.1,0.19,?,0.12,0.36,-0.78,-0.55,-0.24,0.41,0.17,0.27,0.13,0.17,-0.06,0.24,0.26,0.17,-0.28,0.08,1/5/1/0@6/7/0/0 %  ytynl029c
1.53,1.66,-0.43,-0.84,-2.25,-1.97,-1.74,0.26,1.26,1.4,0.95,0.22,-0.15,-0.97,-0.74,-0.08,1.14,0.96,1.4,0.55,0.11,-0.33,-1.15,-0.9,1.67,1.54,0.66,-0.3,-1.19,-1.36,-1.87,-0.92,-0.47,1.17,1.28,1.95,1.02,0.63,0.02,0.13,-0.77,-0.75,-1.51,-0.19,0.32,0.97,-0.54,-0.02,0.28,-0.16,0.32,-0.68,-0.32,-0.39,-0.53,0.74,?,0.42,-0.29,0.28,0.01,0.67,0.2,-1.42,-1.38,-1.46,-0.77,-0.07,0.73,1.07,1.23,0.94,0.65,0.66,0.61,-0.01,-0.79,4/5/1/4@40/10/3/0 %  ytynl030w
0.04,-0.01,-0.71,-0.17,-0.53,-0.12,-0.04,0.12,-0.2,0.38,0.81,?,-0.35,0.25,0.1,0.52,-0.16,-0.23,-0.27,0.1,-0.2,-0.18,0.49,0.53,0.33,0.01,-0.32,-0.26,-0.01,-0.1,-0.53,0.09,-0.12,0.29,0.04,0.67,-0.06,-0.39,-0.18,0.09,-0.16,0.06,0.02,-0.67,0.23,-0.05,-0.02,0.15,0.3,0.09,0.04,-0.01,0.08,-0.04,-0.23,-0.12,0.04,0.2,0.03,?,-0.31,0.05,-0.25,-0.08,-0.33,0.36,0.07,-0.03,-0.1,-0.21,0.21,-0.11,0.12,0.04,0.01,-0.01,0.07,4/1/1/0@4/3/1/0@40/10/0/0 %  ytynl039w
-0.06,-0.18,-0.17,-0.4,-0.2,-0.27,-0.07,-0.29,0.34,0.32,0.81,0.26,0.1,-0.29,-0.35,-0.65,0.17,-0.27,0.52,-0.04,0.4,-0.46,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-0.1,?,?,?,1.07,?,?,-0.77,?,-0.2,-0.47,0.05,-0.29,-0.05,0.31,-0.25,0.06,-0.29,-0.17,0.27,0.03,0.02,0.03,0.35,?,0.33,0.06,0.24,-0.39,-0.31,-0.73,-0.05,0.27,0.15,0.25,0.44,0.22,-0.18,0.27,0.17,-0.36,8/7/0/0 %  ytynl044w
0.08,-0.38,0.38,-0.23,-0.12,-0.05,0.25,-0.14,0.12,0.05,0.22,-0.05,0.03,-0.05,0.05,-0.27,0.07,-0.34,0.25,-0.12,0.2,-0.08,?,?,?,?,?,0.26,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-0.41,?,0.15,-0.07,-0.79,-0.66,-0.37,-0.19,-0.2,-0.24,-0.17,0.11,0.52,0.32,?,0.04,0.23,0.16,0.79,0.52,0.5,-0.06,-0.03,-0.08,-0.23,-0.03,-0.02,0.12,0.14,0.03,-0.39,0.22,0.01,-0.18,2/13/0/0@40/16/0/0 %  ytynl052w
0.14,-0.23,-0.14,0.69,0.04,-0.11,0.16,-0.15,-0.06,0.13,0.2,0.24,0.12,-0.04,-0.11,-0.04,0.01,-0.09,0.01,-0.22,-0.06,-0.01,0.12,0.14,-0.05,0.17,1.15,0.24,0.12,0.32,-0.21,-0.03,-0.42,-0.51,-0.05,-0.25,-0.21,0.17,-0.03,-0.53,-0.05,0.05,0.2,0.12,-0.35,-0.09,-0.13,-0.19,-0.44,-0.17,-0.13,0.16,0.4,0.41,0.44,-0.15,-0.11,-0.44,0.14,0.02,0.19,-0.15,0.16,0.24,0.13,0.22,-0.21,-0.21,-0.02,0.48,0.17,-0.24,-0.05,0.15,-0.03,-0.51,-0.13,40/25/0/0@6/4/0/0 %  ytynl054w
-0.14,-0.64,-0.6,-0.3,0.09,?,-0.86,-0.42,0.05,-0.13,0.32,0.09,0.34,-0.13,0,0,0.19,0.09,0,0.22,0.05,0.12,0.76,0.6,0.32,0.22,0.18,0.18,-0.73,-0.07,-0.27,-0.05,-0.33,-0.38,-0.27,0.03,0,0.22,0.43,0.12,0.21,0.31,-0.4,-0.35,-0.52,-0.21,0.19,0.56,0.26,0.19,0.03,-0.09,0.04,-0.31,0.01,-0.13,-0.31,-0.34,-0.05,?,-0.11,0.34,-0.26,-0.75,-0.19,0.09,0.48,0.58,0.39,0.3,-0.06,-0.04,0.22,0.01,-0.31,-0.42,-0.29,4/3/3/0@40/3/0/0@5/4/0/0 %  ytynl062c
-0.54,-0.09,-0.67,0.15,1.22,-1.04,?,-0.65,0.36,0.52,0.81,-0.19,-0.09,-0.23,-0.58,-0.21,0.47,0.02,-0.25,-0.1,-0.07,-0.01,1.78,1,0.66,0.37,-0.03,-0.71,0.11,-0.22,0.02,-0.31,-0.02,-0.05,0.03,0.32,0.61,-0.31,0.37,-0.5,0.34,-0.31,0.02,-1.14,-0.9,-1.14,0.34,0.5,0.25,0.72,0.94,0.65,0.51,0.39,0.26,-1.24,-1.02,-0.79,-0.43,-0.39,?,-0.52,-0.19,0.29,-0.54,-0.14,0.63,0.68,0.31,0.1,-0.26,-0.16,0.04,0.04,-0.14,-0.28,-0.57,11/7/0/0@67/28/0/0 %  ytynl065w
