@RELATION 'eisen0.names'

@ATTRIBUTE alpha_0 numeric
@ATTRIBUTE alpha_7 numeric
@ATTRIBUTE alpha_14 numeric
@ATTRIBUTE alpha_21 numeric
@ATTRIBUTE alpha_28 numeric
@ATTRIBUTE alpha_35 numeric
@ATTRIBUTE alpha_42 numeric
@ATTRIBUTE alpha_49 numeric
@ATTRIBUTE alpha_56 numeric
@ATTRIBUTE alpha_63 numeric
@ATTRIBUTE alpha_70 numeric
@ATTRIBUTE alpha_77 numeric
@ATTRIBUTE alpha_84 numeric
@ATTRIBUTE alpha_91 numeric
@ATTRIBUTE alpha_98 numeric
@ATTRIBUTE alpha_105 numeric
@ATTRIBUTE alpha_112 numeric
@ATTRIBUTE alpha_119 numeric
@ATTRIBUTE elu_0 numeric
@ATTRIBUTE elu_30 numeric
@ATTRIBUTE elu_60 numeric
@ATTRIBUTE elu_90 numeric
@ATTRIBUTE elu_120 numeric
@ATTRIBUTE elu_150 numeric
@ATTRIBUTE elu_180 numeric
@ATTRIBUTE elu_210 numeric
@ATTRIBUTE elu_240 numeric
@ATTRIBUTE elu_270 numeric
@ATTRIBUTE elu_300 numeric
@ATTRIBUTE elu_330 numeric
@ATTRIBUTE elu_360 numeric
@ATTRIBUTE elu_390 numeric
@ATTRIBUTE cdc15_10 numeric
@ATTRIBUTE cdc15_30 numeric
@ATTRIBUTE cdc15_50 numeric
@ATTRIBUTE cdc15_70 numeric
@ATTRIBUTE cdc15_90 numeric
@ATTRIBUTE cdc15_110 numeric
@ATTRIBUTE cdc15_130 numeric
@ATTRIBUTE cdc15_150 numeric
@ATTRIBUTE cdc15_170 numeric
@ATTRIBUTE cdc15_190 numeric
@ATTRIBUTE cdc15_210 numeric
@ATTRIBUTE cdc15_230 numeric
@ATTRIBUTE cdc15_250 numeric
@ATTRIBUTE cdc15_270 numeric
@ATTRIBUTE cdc15_290 numeric
@ATTRIBUTE spo_0 numeric
@ATTRIBUTE spo_2 numeric
@ATTRIBUTE spo_5 numeric
@ATTRIBUTE spo_7 numeric
@ATTRIBUTE spo_9 numeric
@ATTRIBUTE spo_11 numeric
@ATTRIBUTE spo5_2 numeric
@ATTRIBUTE spo5_7 numeric
@ATTRIBUTE spo5_11 numeric
@ATTRIBUTE spo__early numeric
@ATTRIBUTE spo__mid numeric
@ATTRIBUTE heat_0 numeric
@ATTRIBUTE heat_10 numeric
@ATTRIBUTE heat_20 numeric
@ATTRIBUTE heat_40 numeric
@ATTRIBUTE heat_80 numeric
@ATTRIBUTE heat_160 numeric
@ATTRIBUTE dtt_15 numeric
@ATTRIBUTE dtt_30 numeric
@ATTRIBUTE dtt_60 numeric
@ATTRIBUTE dtt_120 numeric
@ATTRIBUTE cold_0 numeric
@ATTRIBUTE cold_20 numeric
@ATTRIBUTE cold_40 numeric
@ATTRIBUTE cold_160 numeric
@ATTRIBUTE diau_540 numeric
@ATTRIBUTE diau_660 numeric
@ATTRIBUTE diau_780 numeric
@ATTRIBUTE diau_900 numeric
@ATTRIBUTE diau_1020 numeric
@ATTRIBUTE diau_1140 numeric
@ATTRIBUTE diau_1260 numeric
@ATTRIBUTE class hierarchical 1/0/0/0,1/1/0/0,1/1/1/0,1/1/1/11,1/1/1/15,1/1/1/7,1/1/10/0,1/1/10/1,1/1/10/5,1/1/4/0,1/1/7/0,1/1/99/0,1/2/0/0,1/2/1/0,1/2/4/0,1/20/0/0,1/20/1/0,1/20/1/7,1/20/17/0,1/20/17/3,1/3/0/0,1/3/1/0,1/3/10/0,1/3/13/0,1/3/16/0,1/3/16/1,1/3/19/0,1/3/4/0,1/3/7/0,1/3/99/0,1/4/0/0,1/4/1/0,1/4/4/0,1/4/7/0,1/4/99/0,1/5/0/0,1/5/1/0,1/5/1/3,1/5/4/0,1/5/7/0,1/5/99/0,1/6/0/0,1/6/1/0,1/6/1/1,1/6/1/3,1/6/1/7,1/6/10/0,1/6/13/0,1/6/4/0,1/6/7/0,1/6/99/0,1/7/0/0,1/7/1/0,1/7/10/0,1/7/4/0,1/7/7/0,1/7/99/0,10/0/0/0,10/1/0/0,10/1/1/0,10/1/5/0,10/1/5/5,10/1/9/0,10/1/9/11,10/1/99/0,10/5/0/0,11/0/0/0,11/1/0/0,11/10/0/0,11/10/3/0,11/7/0/0,11/7/1/0,11/7/99/0,11/99/0/0,13/0/0/0,13/1/0/0,13/1/1/0,13/1/1/1,13/1/1/3,13/1/1/99,13/1/3/0,13/1/3/1,13/1/3/3,13/1/3/5,13/1/3/99,13/11/0/0,13/11/3/0,13/11/3/13,13/11/3/1,13/11/3/7,14/0/0/0,14/1/0/0,14/1/3/0,14/1/3/99,14/10/0/0,14/10/2/0,14/10/2/1,14/20/0/0,14/4/0/0,14/4/3/0,14/4/3/1,14/4/3/3,14/4/3/5,2/0/0/0,2/1/0/0,2/10/0/0,2/11/0/0,2/11/5/0,2/11/99/0,2/13/0/0,2/16/0/0,2/19/0/0,2/22/0/0,2/25/0/0,2/7/0/0,2/99/0/0,29/0/0/0,29/99/0/0,3/0/0/0,3/1/0/0,3/1/3/0,3/1/5/0,3/1/5/1,3/1/9/0,3/1/9/5,3/3/0/0,3/3/1/0,3/3/1/3,3/3/2/0,3/3/3/0,3/3/4/0,3/3/4/3,3/3/4/5,3/99/0/0,30/0/0/0,30/1/0/0,30/10/0/0,30/10/3/0,30/16/0/0,30/19/0/0,30/2/0/0,30/22/0/0,30/25/0/0,30/3/0/0,30/4/0/0,30/7/0/0,30/8/0/0,30/9/0/0,30/99/0/0,4/0/0/0,4/1/0/0,4/1/1/0,4/1/4/0,4/1/99/0,4/3/0/0,4/3/1/0,4/3/3/0,4/3/6/0,4/3/99/0,4/5/0/0,4/5/1/0,4/5/1/1,4/5/1/4,4/5/5/0,4/5/5/1,4/5/5/5,4/5/99/0,4/7/0/0,4/99/0/0,40/0/0/0,40/1/0/0,40/10/0/0,40/10/3/0,40/16/0/0,40/19/0/0,40/2/0/0,40/22/0/0,40/25/0/0,40/27/0/0,40/3/0/0,40/30/0/0,40/4/0/0,40/5/0/0,40/7/0/0,40/8/0/0,40/9/0/0,40/99/0/0,5/0/0/0,5/1/0/0,5/10/0/0,5/4/0/0,5/4/1/0,5/4/2/0,5/7/0/0,5/99/0/0,6/0/0/0,6/1/0/0,6/10/0/0,6/13/0/0,6/13/1/0,6/13/1/1,6/13/4/0,6/13/4/2,6/13/99/0,6/4/0/0,6/7/0/0,6/7/1/0,6/7/11/0,6/7/2/0,6/7/3/0,6/7/4/0,6/7/99/0,6/99/0/0,62/0/0/0,62/2/0/0,62/2/5/0,63/0/0/0,63/1/0/0,63/9/0/0,67/0/0/0,67/1/0/0,67/1/1/0,67/10/0/0,67/11/0/0,67/13/0/0,67/16/0/0,67/19/0/0,67/28/0/0,67/4/0/0,67/4/1/0,67/4/1/1,67/4/1/2,67/4/7/0,67/50/0/0,67/50/22/0,67/50/25/0,67/50/99/0,67/7/0/0,67/7/99/0,67/99/0/0,8/0/0/0,8/1/0/0,8/10/0/0,8/13/0/0,8/16/0/0,8/19/0/0,8/22/0/0,8/4/0/0,8/7/0/0,8/99/0/0

@DATA
-0.09,-0.23,?,0.08,-0.06,-0.36,-0.38,-0.54,-0.27,-0.1,0.01,-0.17,-0.25,-0.23,0.28,-0.09,-0.38,-0.47,-0.1,-0.51,-0.34,-0.07,0.07,-0.15,-0.32,0.16,0.1,0.16,-0.29,-0.03,-0.62,0.14,-0.27,-0.36,-0.49,-0.14,-0.32,0.15,-0.18,0.7,0.42,-0.27,0.29,0.68,-0.71,-0.43,-0.12,0.12,0.2,-0.36,-0.74,-0.97,-0.45,0.59,-0.45,-0.58,0.39,0.01,0.4,0.32,0.08,0.45,0.01,0.37,-0.49,-0.15,-0.6,-0.71,-0.2,0.56,-0.01,0.45,0.08,-0.03,0.6,-0.01,-0.17,0.55,0.57,11/1/0/0@13/1/1/3@13/1/1/99@40/16/0/0@67/4/1/2@8/7/0/0 %  ytydr456w
0.01,0.21,0.06,-0.97,0.08,0.23,-0.12,0.19,0.23,-0.25,0.03,0.14,-0.06,0.06,-0.27,0.3,0.12,0.15,0.53,-0.03,0.19,0.01,-0.04,-0.09,?,0.1,-0.97,-0.23,-0.14,-0.36,-0.17,0.04,-0.69,-0.22,-0.14,-0.51,-0.92,-0.15,-0.76,0.88,0.25,-0.92,-0.18,0.14,-0.97,-0.25,-1.03,0.3,-0.4,-0.56,-0.79,-1.03,-0.69,0.16,-0.6,-0.51,0.1,-0.07,-0.29,-0.01,0.15,-0.22,-0.1,0.58,-0.64,-0.27,-0.51,-0.89,0.11,0.56,0.21,0.24,-0.06,0.12,0.07,-0.34,-0.54,0.14,0.24,1/6/1/0@3/3/1/0@30/1/0/0@30/16/0/0@40/16/0/0 %  ytycl004w
0.01,0.39,0.32,-0.12,-0.49,-0.51,-0.47,-0.3,?,-0.09,0.08,-0.14,-0.22,-0.6,-0.36,-0.15,-0.32,-0.15,0.3,-0.06,-0.38,-0.29,-0.69,-0.89,-0.89,-0.51,-0.38,-0.81,-0.38,-0.32,-0.3,-0.38,0.12,0.41,-0.18,-0.84,-1.03,-0.14,-1.32,-0.18,-1.32,-1.32,-1.09,0.26,-1.64,-0.01,-0.09,-0.2,0.38,-0.03,-0.74,-0.81,-0.92,0.41,-0.79,-0.84,0.1,0.14,0.14,1.09,0.66,0.16,0.01,0.54,-0.56,-0.23,-0.29,0.06,0.08,0.94,1,1.2,-0.1,0.18,0.12,-0.04,-0.27,1.27,0.55,6/13/1/0 %  ytykr098c
0.06,-0.29,-0.01,-0.29,-0.34,-0.15,-0.06,-0.04,-0.1,-0.27,-0.32,-0.43,-0.18,-0.23,-0.23,0.03,-0.2,-0.1,-0.17,-0.07,0.03,0.19,-0.07,-0.23,-0.2,-0.32,-0.43,-0.32,-0.07,-0.22,-0.74,-0.25,-0.81,0.06,0.07,-0.29,-0.15,0.25,-0.22,-0.56,-0.45,-0.06,-0.45,-0.32,-0.36,-0.58,-0.4,-0.43,0.03,-0.29,-0.56,-0.43,-0.38,-0.01,-0.64,0.12,0.15,0.04,-0.18,-0.43,0.06,0.11,-0.25,0.23,-0.92,-0.51,-0.51,-0.62,0.06,0.66,0.37,0.68,-0.07,-0.25,0.33,-0.01,-0.69,0.69,0.1,30/10/3/0@40/10/0/0 %  ytylr453c
-0.2,1.02,-0.22,-0.22,-0.18,-0.06,0.03,0.06,0.2,-0.15,-0.1,-0.34,-0.07,-0.17,-0.14,0.14,-0.27,?,0.71,0.19,0.18,0.26,0.01,-0.09,-0.1,-0.4,-0.22,-0.34,-0.23,-0.45,-0.32,-0.22,-0.42,-0.3,-0.27,-0.2,0.1,0.3,0.15,0.03,-0.15,0.04,0.06,-0.04,0.28,0.06,0.18,-0.14,0.12,?,-0.67,-0.58,-0.45,0.63,-0.42,0.1,0.32,-0.71,0.08,0.63,0.33,0.37,0.49,0.81,-0.58,-0.17,-0.34,-0.62,-0.2,0.93,0.88,0.69,-0.34,-0.17,0.14,-0.29,-0.58,0.7,0.39,4/5/1/4@40/10/0/0 %  ytyir018w
0.29,0.1,0.37,-0.22,-0.09,-0.17,-0.17,-0.01,-0.03,0.04,-0.14,0.01,-0.01,-0.18,-0.42,0.1,-0.2,0.1,0.18,-0.34,-0.17,-0.18,-0.07,-0.22,-0.25,-0.62,-0.62,-0.51,-0.14,-0.97,-0.42,-0.3,-0.25,-0.1,-0.27,-0.4,-0.4,0.11,-0.12,-0.18,-0.71,-0.62,-0.43,0.7,-0.25,-0.15,0.16,0.04,0.1,-0.86,-0.89,-0.36,-0.74,1.16,-0.74,0.28,?,-0.6,0.23,-0.22,0.52,-0.04,-0.36,0.57,-0.14,-0.2,-0.42,-1.03,0.53,0.97,0.33,0.38,-0.25,-0.12,0.06,-0.3,-0.45,0.48,0.65,1/1/10/0@40/3/0/0 %  ytyil167w
-0.12,0.21,-0.1,0.04,-0.29,-0.03,-0.25,-0.07,0.15,-0.32,0.43,-0.04,0.1,-0.17,0.06,0.32,-0.22,-0.09,0.71,-0.18,0.2,-0.12,-0.3,-0.29,-0.09,-0.07,-0.2,-0.2,-0.25,-0.15,-0.09,0.16,-0.92,0.34,0.2,-0.27,-1.15,-0.42,-0.25,0.43,0.21,-0.94,-0.45,-0.09,-0.86,-1.03,-1.03,-0.07,-0.27,-0.64,-1.03,-0.97,-0.3,0.45,-0.43,0.14,-0.18,-0.09,0.12,0.11,0.4,0.64,-0.15,0.68,-0.62,-0.45,-0.32,-0.54,-0.06,0.16,0.6,0.06,-0.22,0.12,0.3,-0.03,-0.14,0.96,0.94,3/1/5/1@40/10/0/0 %  ytyer162c
-0.1,-0.17,-0.29,-0.29,-0.2,-0.27,-0.01,-0.25,0.01,-0.34,-0.4,-0.42,-0.09,-0.56,-0.3,-0.29,-0.43,-0.36,-0.09,-0.07,-0.23,-0.36,-0.4,-0.36,-0.43,-0.49,-0.18,-0.45,-0.34,-0.49,-0.14,-0.43,0.25,0.03,-0.14,-0.17,-1.06,-0.3,-0.51,0.32,-0.62,-0.89,-0.38,-0.06,-1,-0.25,-0.97,-0.07,-0.4,-0.64,-1.12,-1.51,-1.25,0.08,-0.67,-0.92,-0.32,-0.04,0.15,0.3,0.34,-0.09,0.14,0.49,-0.36,-0.03,-0.62,-0.34,-0.09,0.51,0.19,0.63,-0.17,-0.3,0.14,-0.07,-0.42,1.06,0.57,14/4/3/5@3/1/5/1@3/3/2/0@40/10/0/0 %  ytyor005c
-0.17,0.11,-0.34,-0.23,-0.56,0.12,-0.4,-0.27,-0.1,0.08,-0.27,0.11,-0.25,-0.29,-0.89,-0.2,-0.1,?,0.15,-0.27,0.11,0.04,0.14,0.04,-0.23,-0.4,-0.06,-0.45,-0.07,-0.45,-0.47,-0.17,-0.3,0.16,-0.4,-0.42,-0.22,0.45,-0.38,-0.22,-2.12,-0.1,-0.06,0.26,-0.34,-0.32,-0.03,-0.06,-0.01,-0.86,-1.15,-0.2,-0.67,0.8,-0.14,-0.32,-0.58,-0.62,0.28,-0.45,0.15,0.23,-0.64,0.31,-0.69,-0.25,-0.67,-0.22,-0.27,0.58,0.45,0.2,-0.23,-0.47,0.4,-0.47,-0.36,0.67,0.23,1/1/10/0 %  ytyil168w
-0.47,-0.64,-0.51,-0.23,-0.4,-0.23,-0.34,0.25,-0.42,0.43,0.07,-0.42,-0.69,0.18,-0.18,?,-0.49,0.16,-0.4,-0.4,-0.54,-0.12,-0.43,-0.43,-0.07,-0.76,-0.18,-0.09,-0.58,-0.1,-0.81,-0.4,-0.4,-0.29,0.86,-0.34,-0.34,-0.67,-0.22,-0.45,-0.29,-0.42,-0.92,-0.01,-0.67,-0.67,-0.86,0.16,-0.04,-0.2,-0.32,-0.17,-0.23,-0.12,-0.34,-0.04,-0.23,0.26,-0.14,-0.14,-0.15,1.14,0.49,1.16,-1.03,-0.6,-0.79,-0.67,0.34,-0.29,0.98,0.76,-0.07,0.95,-0.22,-0.22,-0.2,-0.06,-0.49,14/4/3/1@4/5/1/4@40/10/0/0 %  ytycr093w
0.04,0.45,-0.34,-0.07,-0.34,-0.25,-0.1,-0.43,-0.17,-0.27,-0.32,-0.22,-0.04,-0.71,-0.07,-0.18,-0.74,-0.27,-0.25,-0.1,-0.14,-0.01,-0.06,-0.3,-0.1,-0.23,0.01,0.08,-0.27,-0.04,-0.14,0.01,-0.51,-0.2,-0.22,-0.18,-0.3,0.08,0.26,0.95,-0.09,-0.67,0.24,0.32,-0.97,-0.3,-0.4,-0.32,-0.12,0.1,-0.45,-0.38,-0.45,?,-0.22,-0.6,-0.1,0.16,-0.15,0.24,0.46,0.97,0.16,0.44,-0.76,-0.45,-0.32,-0.25,0.41,0.29,0.62,0.28,-0.06,0.36,-0.12,-0.38,-0.38,-0.47,-0.56,4/5/5/1@8/7/0/0 %  ytyml049c
-0.27,0.26,-0.69,0.25,-0.22,0.25,0.24,0.04,-0.09,-0.09,-0.14,?,-0.3,0.04,-0.38,-0.27,-0.32,0.25,0.03,0.25,-0.22,0.36,-0.01,0.11,0.51,0.11,0.06,0.01,0.18,0.11,0.01,?,0.44,0.21,-0.07,0.4,0.55,0.39,0.04,-0.27,-0.12,0.6,0.1,0.41,0.11,-0.01,-0.17,-0.54,-0.25,-0.29,-0.42,-0.47,-0.27,-0.06,-0.3,-0.42,-0.43,-0.4,-0.18,0.06,0.29,0.98,0.32,1.07,-0.84,?,-0.64,-0.3,0.11,0.04,1.56,1.74,-0.09,-0.14,-0.1,-0.47,-0.69,-0.23,-0.17,1/5/4/0@14/4/3/3@14/4/3/5@4/5/1/1@40/10/0/0 %  ytyol051w
?,0.57,-0.2,0.44,0.23,-0.3,0.03,-0.2,-0.18,-0.2,0.14,0.01,0.04,-0.34,0.06,-0.25,-0.42,-0.18,-0.25,-0.38,-0.1,0.12,-0.04,-0.18,0.01,-0.47,-0.27,-0.3,-0.42,-0.07,-0.71,-0.23,-0.17,-0.14,-0.01,-0.22,-0.43,-0.56,-0.22,-0.3,-0.2,-0.54,-0.58,-0.6,-0.4,-0.36,-0.43,-0.27,-0.76,-0.81,-0.97,-1.22,-1.12,-0.42,-0.69,-0.32,0.1,-0.2,0.39,0.3,0.53,1.28,-0.03,1.2,-0.47,-0.14,-0.3,-0.81,0.56,0.25,0.96,0.9,0.28,-0.12,-0.15,-0.56,-0.54,-0.43,-0.69,14/1/3/0@14/4/3/1@14/4/3/3@30/4/0/0@62/2/5/0 %  ytypl115c
-0.42,-0.23,-0.67,-0.27,-0.45,-0.45,-0.18,-0.4,-0.3,-0.2,-0.14,-0.04,-0.07,-0.17,-0.1,0.08,-0.32,-0.17,-0.01,?,0.03,-0.2,-0.09,-0.03,-0.07,0.07,0.06,0.18,-0.06,0.26,0.21,0.07,?,-0.06,-0.38,-0.36,-0.62,-0.71,-0.09,-0.49,-0.01,-0.54,-0.71,-0.14,-0.94,-0.67,-0.74,-0.17,-0.17,-0.2,-0.69,-0.76,-0.4,-0.18,-0.49,-0.2,-0.23,0.36,0.06,-0.4,0.32,0.37,-0.03,1.24,-0.14,-0.47,-0.27,-0.34,0.24,0.37,0.83,0.94,0.18,0.04,0.15,0.03,-0.12,-0.38,-0.79,14/4/3/1@3/3/1/0 %  ytykr028w
0.15,0.51,0.16,-0.06,-0.27,-0.29,-0.18,0.24,-0.54,0.46,-0.3,0.08,-0.2,-0.3,-0.12,-0.15,-0.71,0.01,-0.56,-0.67,0.23,-0.07,-0.14,-0.45,-0.09,-0.62,-0.62,-0.94,-0.32,-1.51,-1.4,-0.43,0.33,0.48,0.32,0.03,0.16,0.2,0.31,0.19,0.1,0.23,-0.15,-0.22,0.31,0.08,0.1,-0.4,-0.18,0.36,0.34,-0.22,-0.22,-0.42,-0.18,0.46,0.9,1.6,0.74,0.16,0.62,0.56,-0.74,0.62,-1.06,-0.34,-1.79,-0.58,0.51,0.53,1.63,0.68,-0.38,-0.36,-0.17,-0.43,-0.42,-0.43,-0.47,1/5/4/0@14/4/3/3@4/5/1/4@40/10/0/0 %  ytypl016w
-0.07,?,0.19,-0.36,0.44,-0.54,-0.12,-0.03,-0.32,-0.14,-0.25,-0.07,-0.14,-0.17,-0.38,-0.03,-0.14,0.08,-0.36,-0.36,0.03,-0.51,-0.42,-0.38,-0.23,-0.49,-0.14,-0.51,-0.25,-0.49,-1,-0.38,-0.3,-0.22,-0.2,0.08,-0.43,-0.03,0.11,0.18,0.07,-0.1,-0.17,-0.6,-0.29,-0.51,-0.15,-0.51,-0.54,-0.36,-0.79,-1.32,-1.25,-0.3,-1.06,-1.89,0.29,1.66,0.32,-0.36,0.28,0.23,-0.97,0.72,-0.71,-0.06,-1.03,-0.62,-0.2,0.77,0.71,0.45,-0.42,-0.38,-0.14,-0.22,-0.49,-0.1,-0.18,40/2/0/0@67/28/0/0@67/50/25/0 %  ytyil013c
0.19,?,0.31,-0.17,-0.03,-0.47,-0.06,-0.29,?,-0.07,-0.1,?,?,-0.43,-0.27,-0.15,-0.17,-0.18,0.03,-0.18,-0.23,-0.54,-0.14,-0.3,-0.4,-0.36,-0.04,-0.23,-0.36,-0.45,-0.43,0.06,-0.67,-1,-0.84,-0.42,-0.17,-0.17,-0.06,-0.1,-0.22,-0.15,?,0.08,-0.34,-0.43,-0.32,-0.2,-0.62,-0.54,-0.47,0.2,-0.84,0.15,-0.22,-0.45,-0.03,0.1,0.45,0.58,0.41,0.9,-0.69,0.86,-0.62,-0.43,-0.84,-0.58,0.16,0.62,0.76,0.42,-0.3,-0.47,-0.23,-0.25,-0.36,-0.04,?,40/25/0/0@6/10/0/0 %  ytydr080w
-0.09,-0.03,-0.06,0.41,0.01,-0.04,-0.07,0.28,-0.09,-0.54,0.06,-0.86,-0.22,-0.32,0.15,-0.04,-0.23,-0.22,-0.04,-0.56,-0.18,-0.14,-0.34,0.38,-0.32,-0.36,0.2,-0.25,-0.81,-0.32,-0.79,-0.51,-0.29,-0.25,-0.22,0.01,-0.32,-0.17,-0.07,-0.42,0.72,-0.36,-0.32,-0.29,-0.15,-0.17,-0.38,-0.15,0.06,0.03,-0.25,-0.07,0.16,-0.54,-0.58,-0.43,0.07,0.32,0.53,0.23,0.58,0.64,-0.12,0.76,-0.76,-0.58,-0.42,-0.54,0.38,0.79,0.34,0.86,-0.1,-0.1,-0.27,-0.32,-0.29,-0.47,-0.09,40/3/0/0@6/13/1/0 %  ytygr184c
0.14,-0.36,-0.06,?,-0.3,0.01,-0.03,0.01,-0.12,-0.01,-0.79,-0.38,-0.06,0.04,-0.42,-0.38,-0.22,0.48,0.49,-0.36,-0.4,0.29,0.07,0.06,0.31,-0.32,-0.4,-0.45,0.25,-0.81,-1.22,-0.51,-0.06,0.03,0.11,-0.17,-0.29,-0.38,-0.38,0.06,-0.2,-0.43,-0.36,-1.15,-0.64,-0.69,-0.81,-0.56,0.61,-0.4,0.43,-0.09,0.11,0.28,-0.51,-0.67,0.25,0.07,0.79,-0.56,1.06,0.31,-0.74,2.53,-1.22,0.12,-2.56,-1.74,1.14,1.39,2.26,1.67,?,0.08,0.32,-0.23,0.2,-1.12,-0.97,13/1/1/99@14/4/3/3@40/2/0/0 %  ytynl291c
0.32,0.12,0.2,?,-0.07,-0.3,-0.17,-0.06,-0.25,-0.42,-0.27,-0.36,-0.17,-0.36,-0.2,0.11,-0.32,0.15,0.37,-0.34,-0.25,-0.04,-0.38,-0.3,0.01,-0.06,?,-0.18,-0.36,-0.04,-0.38,0.04,-0.79,-0.74,-0.54,0.24,-0.34,-0.04,0.03,-0.32,-0.09,-0.49,-0.15,-0.06,-0.2,0.03,-0.01,-0.43,-0.4,-0.1,0.04,0.04,0.25,-0.18,0.1,0.06,-0.42,-0.04,0.54,-0.06,0.67,0.49,-0.62,0.82,-0.76,-0.32,-2.32,-1.18,0.7,1,0.99,0.55,-0.07,-0.18,-0.15,-0.14,0.06,-0.18,?,1/3/10/0@10/1/9/0@13/11/3/1@14/4/3/5@3/3/1/0@40/2/0/0 %  ytyjl005w
0.26,0.16,0.1,0.2,0.14,-0.12,0.32,0.08,0.16,0.15,-0.03,-0.1,0.06,-0.06,0.08,-0.09,-0.12,-0.12,0.57,-0.6,-0.18,-0.12,-0.15,-0.4,0.06,-0.6,-0.76,-0.4,-0.71,-1,-1.12,-0.43,-0.92,-0.3,0.06,-0.03,-0.04,-0.29,-0.3,-0.06,0.58,?,-0.14,0.19,-0.36,-0.04,-0.38,-0.36,-0.36,-0.3,-0.38,-0.04,?,-0.29,-0.34,-0.34,-0.01,-0.15,0.77,-0.18,0.03,0.33,-0.67,0.63,-1.06,-0.27,-0.42,-1,0.23,0.85,0.8,0.41,-0.14,-0.12,0.08,-0.23,-0.38,-0.38,-0.58,14/4/3/1 %  ytybl085w
-0.38,0.76,0.15,0.18,-0.1,-0.29,0.15,0.08,0.38,0.24,0.31,0.08,0.19,-0.45,0.71,0.12,-0.14,0.5,-0.04,-0.74,-0.34,0.06,-0.09,-0.2,-0.58,-0.47,-0.04,-0.6,-0.29,-0.74,-0.69,-0.58,0.41,0.3,-0.2,-0.14,-0.42,-0.1,0.08,1.21,-0.81,-0.81,-0.49,0.1,-0.42,-0.15,-0.34,-0.04,-0.47,-0.67,0.16,-0.2,-0.32,0.07,-0.12,0.66,0.18,-0.27,0.29,0.11,0.39,0.53,-0.84,0.86,-0.51,-0.58,-1.06,-0.89,-0.01,0.75,1.12,0.39,0.08,0.32,0.11,-0.1,-0.29,?,0.14,3/1/5/0@3/3/1/3@3/3/2/0 %  ytybr136w
0.36,-0.03,0.29,0.08,0.43,-0.15,0.03,0.36,0.29,0.12,0.04,-0.2,0.23,-0.22,0.61,0.14,-0.09,0.31,-0.54,0.03,-0.6,0.33,-0.32,-0.01,-0.1,0.01,-0.22,?,-0.43,0.1,0.24,-0.15,-0.56,-0.09,-0.23,-0.58,-0.29,-0.43,-0.47,0.38,-0.42,-0.86,-0.47,0.21,-0.38,-1.15,-0.92,-0.25,0.2,0.15,-0.03,-0.4,-0.09,-0.22,-0.42,-0.34,0.41,0.83,-0.18,-0.1,0.24,-0.14,-0.43,0.48,-1.22,-0.47,-0.71,-0.84,0.65,0.5,0.93,0.29,-0.18,0.12,-0.09,-0.06,-0.17,0.08,0.31,40/3/0/0@5/7/0/0 %  ytydr283c
-0.06,-0.36,-0.14,-0.27,0.19,-0.17,0.21,-0.12,?,-0.17,-0.09,-0.23,-0.03,-0.06,0.16,-0.09,0.1,-0.27,-0.38,-0.01,-0.2,-0.36,-0.18,-0.43,-0.15,-0.15,0.11,-0.12,-0.4,0.25,0.31,-0.1,-0.38,-0.4,-0.09,0.24,0.3,0.04,-0.01,-0.06,0.08,0.04,0.04,-0.67,-0.23,-0.14,-0.25,-0.45,-0.4,-0.25,0.08,-0.23,-0.38,-0.14,?,-0.18,0.19,-0.12,?,-0.09,-0.27,0.32,-0.2,1.92,-1.09,-0.49,-0.56,-0.56,0.16,0.24,0.69,0.46,-0.3,-0.17,-0.06,-0.4,-0.3,-0.42,-0.3,3/3/1/0@40/10/0/0 %  ytygr098c
-0.27,-0.4,-0.4,-0.49,-0.27,-0.64,-0.07,-0.51,-0.2,-0.09,-0.23,-0.3,-0.3,-0.58,-0.34,-0.51,-0.38,-0.38,-0.71,-0.69,-0.64,-0.58,-0.51,-0.34,-0.49,0.16,0.25,0.12,-0.29,0.07,0.37,0.1,-0.25,-0.27,-0.09,-0.29,-0.22,-0.12,-0.12,0.95,-0.22,-0.25,-0.17,-0.76,-0.07,-0.25,-0.18,-0.58,-0.25,-0.32,-0.43,-0.97,-0.94,0.16,-0.43,-0.92,-0.27,-0.06,0.59,0.57,0.64,0.14,0.24,0.91,-0.89,0.24,-0.25,-0.04,0.76,0.51,1.57,0.9,-0.09,-0.12,-0.34,-0.69,?,-0.86,-1.69,40/9/0/0@8/7/0/0 %  ytylr208w
-0.06,-0.29,-0.29,0.01,-0.18,-0.29,-0.15,-0.3,-0.18,0.03,0.06,-0.17,-0.15,-0.14,-0.01,-0.29,-0.06,-0.36,0.01,-0.54,-0.22,0.03,-0.3,-0.22,-0.45,-0.23,-0.29,-0.2,-0.29,-0.32,-0.56,0.03,-0.42,0.4,-0.27,-0.17,0.04,-0.03,0.12,1.01,-0.25,-0.29,-0.01,0.18,0.07,0.11,0.23,-0.47,-0.47,-0.43,-0.38,-0.38,-0.42,?,-0.34,-0.47,-0.42,-0.58,0.12,0.48,-0.15,-0.04,-0.34,0.53,-0.71,-0.62,-0.22,-0.38,-0.1,0.32,0.8,0.57,-0.2,-0.1,-0.25,-0.42,-0.56,-0.74,-0.76,1/5/4/0@4/5/1/4@40/10/0/0 %  ytypl248c
